Applicant,BLA Number,Proprietary Name,Proper Name,BLA Type,Strength,Dosage Form,Route of Administration,Product Presentation,Marketing Status,Licensure,Ref. Product Proper Name,Supplement Number,Submission Type,License Number,Product Number,Center,Orphan Exclusivity Exp. Date,Approval_Status,Approval_Status_binary
"Takeda Pharmaceuticals U.S.A., Inc.",101447.0,Other,Other,351(a),485,For Injection,Intravenous,Bottle,Rx,Licensed, ,1029,Supplement,7.549082710812286,4.0,CBER,16-Dec-20,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",101447.0,Other,Other,351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,5126,Supplement,7.549082710812286,5.0,CBER,16-Dec-20,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",101448.0,Other,Antihemophilic Factor (Human),351(a),250,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,1062,Supplement,7.549082710812286,1.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",101448.0,Other,Antihemophilic Factor (Human),351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,1062,Supplement,7.549082710812286,2.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",101448.0,Other,Antihemophilic Factor (Human),351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,1062,Supplement,7.549082710812286,3.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",101448.0,Other,Antihemophilic Factor (Human),351(a),485,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed, ,1062,Supplement,7.549082710812286,4.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",101452.0,Other,Albumin (Human),351(a),20,Injection,Intravenous,Bottle,Rx,Licensed, ,0,Original,7.549082710812286,1.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",101452.0,Other,Albumin (Human),351(a),25,Injection,Intravenous,Bottle,Rx,Licensed, ,0,Original,7.549082710812286,2.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",101452.0,Other,Albumin (Human),351(a),12,Injection,Intravenous,Bottle,Rx,Licensed, ,0,Original,7.549082710812286,3.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",101452.0,Other,Albumin (Human),351(a),10,Injection,Intravenous,Bottle,Rx,Licensed, ,0,Original,7.549082710812286,4.0,CBER,24-Mar-02,Approved,1
"Takeda Pharmaceuticals U.S.A., Inc.",101452.0,Other,Albumin (Human),351(a),12,Injection,Intravenous,Bottle,Rx,Licensed, ,0,Original,7.549082710812286,5.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101834.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),10,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,1.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101834.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),5,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,2.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101834.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),5,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,3.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101834.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),10,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,4.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101834.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),10,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,5.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101834.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),30,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,6.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101834.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),30,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,7.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101835.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),10,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,1.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101835.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),5,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,2.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101835.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),5,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,3.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101835.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),10,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,4.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101835.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),10,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,5.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101835.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),30,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,6.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101835.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),30,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,7.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101836.0,Aranesp,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),10,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,1.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101836.0,Aranesp,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),10,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,2.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101836.0,Aranesp,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),10,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,3.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101836.0,Aranesp,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),100,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,4.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101836.0,Aranesp,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),100,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,5.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101836.0,Aranesp,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),100,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,6.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101837.0,Aranesp,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),10,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,1.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101837.0,Aranesp,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),10,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,2.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101837.0,Aranesp,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),10,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,3.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101838.0,Aranesp,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),10,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,1.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101838.0,Aranesp,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),10,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,2.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101838.0,Aranesp,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),10,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,3.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101838.0,Aranesp,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),100,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,4.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101838.0,Aranesp,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),100,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,5.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101838.0,Aranesp,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),100,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,6.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101839.0,Aranesp,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),10,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,1.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101839.0,Aranesp,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),10,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,2.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101839.0,Aranesp,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),10,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,3.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101839.0,Aranesp,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),100,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,4.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101839.0,Aranesp,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),100,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,5.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101839.0,Aranesp,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),100,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,6.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101840.0,Aranesp,"Pollens - Grasses, Redtop Agrostis alba",351(a),10,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,1.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101840.0,Aranesp,"Pollens - Grasses, Redtop Agrostis alba",351(a),10,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,2.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101840.0,Aranesp,"Pollens - Grasses, Redtop Agrostis alba",351(a),10,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,3.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101840.0,Aranesp,"Pollens - Grasses, Redtop Agrostis alba",351(a),100,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,4.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101840.0,Aranesp,"Pollens - Grasses, Redtop Agrostis alba",351(a),100,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,5.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101840.0,Aranesp,"Pollens - Grasses, Redtop Agrostis alba",351(a),100,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,6.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101841.0,Aranesp,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),10,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,1.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101841.0,Aranesp,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),10,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,2.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101841.0,Aranesp,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),10,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,3.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101841.0,Aranesp,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),100,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,4.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101841.0,Aranesp,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),100,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,5.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101841.0,Aranesp,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),100,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,6.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101842.0,Aranesp,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),10,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,1.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101842.0,Aranesp,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),10,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,2.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101842.0,Aranesp,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),10,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,3.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101842.0,Aranesp,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),100,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,4.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101842.0,Aranesp,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),100,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,5.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101842.0,Aranesp,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),100,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,6.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101843.0,Aranesp,"Pollens - Grasses, Timothy Phleum pratense",351(a),10,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,1.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101843.0,Aranesp,"Pollens - Grasses, Timothy Phleum pratense",351(a),10,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,2.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101843.0,Aranesp,"Pollens - Grasses, Timothy Phleum pratense",351(a),10,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,3.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101843.0,Aranesp,"Pollens - Grasses, Timothy Phleum pratense",351(a),100,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,4.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101843.0,Aranesp,"Pollens - Grasses, Timothy Phleum pratense",351(a),100,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,5.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101843.0,Aranesp,"Pollens - Grasses, Timothy Phleum pratense",351(a),100,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,6.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101844.0,Aranesp,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,1.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101844.0,Aranesp,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,2.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101844.0,Aranesp,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,3.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101845.0,Aranesp,Other,351(a),10,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,1.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101845.0,Aranesp,Other,351(a),10,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,2.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101845.0,Aranesp,Other,351(a),10,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,3.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101845.0,Aranesp,Other,351(a),100,Injection,Percutaneous,Dropper Vial,Rx,Licensed, ,0,Original,5.733341276897746,4.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101845.0,Aranesp,Other,351(a),100,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,5.0,CBER,24-Mar-02,Approved,1
"Greer Laboratories, Inc.",101845.0,Aranesp,Other,351(a),100,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.733341276897746,6.0,CBER,24-Mar-02,Approved,1
Other,101993.0,Aranesp,Albumin (Human),351(a),25,Injection,Intravenous,Multi-Dose Vial,Rx,Licensed, ,0,Original,5.940171252720432,1.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102212.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),5,Injection,Intradermal,Dropper Vial,Rx,Licensed, ,0,Original,6.148468295917647,1.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102212.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),5,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,6.148468295917647,2.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102212.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),5,Injection,Subcutaneous,Dropper Vial,Rx,Licensed, ,0,Original,6.148468295917647,3.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102212.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),5,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,6.148468295917647,4.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102212.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),10,Injection,Intradermal,Dropper Vial,Rx,Licensed, ,0,Original,6.148468295917647,5.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102212.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),10,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,6.148468295917647,6.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102212.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),10,Injection,Subcutaneous,Dropper Vial,Rx,Licensed, ,0,Original,6.148468295917647,7.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102212.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),10,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,6.148468295917647,8.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102213.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),5,Injection,Intradermal,Dropper Vial,Rx,Licensed, ,0,Original,6.148468295917647,1.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102213.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),5,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,6.148468295917647,2.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102213.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),5,Injection,Subcutaneous,Dropper Vial,Rx,Licensed, ,0,Original,6.148468295917647,3.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102213.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),5,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,6.148468295917647,4.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102213.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),10,Injection,Intradermal,Dropper Vial,Rx,Licensed, ,0,Original,6.148468295917647,5.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102213.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),10,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed, ,0,Original,6.148468295917647,6.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102213.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),10,Injection,Subcutaneous,Dropper Vial,Rx,Licensed, ,0,Original,6.148468295917647,7.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102213.0,Aranesp,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),10,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed, ,0,Original,6.148468295917647,8.0,CBER,24-Mar-02,Approved,1
"Allermed Laboratories, Inc.",102214.0,Aranesp,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),10,Injection,Intradermal,Dropper Vial,Rx,Licensed, ,0,Original,6.148468295917647,1.0,CBER,24-Mar-02,Approved,1
